,Date,Away,AwayPoints,Home,HomePoints,HomeAbbreviation,AwayAbbreviation,GameUrl,A_Team,B_Team,Winner,PointDifferential
987,2025-03-14,Toronto Raptors,126,Utah Jazz,118,UTA,TOR,https://www.basketball-reference.com/boxscores/202503140UTA.html,Toronto Raptors,Utah Jazz,Away,-8
988,2025-03-14,Sacramento Kings,106,Phoenix Suns,122,PHO,SAC,https://www.basketball-reference.com/boxscores/202503140PHO.html,Phoenix Suns,Sacramento Kings,Home,16
989,2025-03-15,Boston Celtics,115,Brooklyn Nets,113,BRK,BOS,https://www.basketball-reference.com/boxscores/202503150BRK.html,Boston Celtics,Brooklyn Nets,Away,-2
990,2025-03-15,Oklahoma City Thunder,113,Detroit Pistons,107,DET,OKC,https://www.basketball-reference.com/boxscores/202503150DET.html,Detroit Pistons,Oklahoma City Thunder,Away,-6
991,2025-03-15,Chicago Bulls,114,Houston Rockets,117,HOU,CHI,https://www.basketball-reference.com/boxscores/202503150HOU.html,Chicago Bulls,Houston Rockets,Home,3
992,2025-03-15,Miami Heat,91,Memphis Grizzlies,125,MEM,MIA,https://www.basketball-reference.com/boxscores/202503150MEM.html,Memphis Grizzlies,Miami Heat,Home,34
993,2025-03-15,Indiana Pacers,119,Milwaukee Bucks,126,MIL,IND,https://www.basketball-reference.com/boxscores/202503150MIL.html,Indiana Pacers,Milwaukee Bucks,Home,7
994,2025-03-15,New York Knicks,94,Golden State Warriors,97,GSW,NYK,https://www.basketball-reference.com/boxscores/202503150GSW.html,Golden State Warriors,New York Knicks,Home,3
995,2025-03-15,New Orleans Pelicans,115,San Antonio Spurs,119,SAS,NOP,https://www.basketball-reference.com/boxscores/202503150SAS.html,New Orleans Pelicans,San Antonio Spurs,Home,4
996,2025-03-15,Washington Wizards,126,Denver Nuggets,123,DEN,WAS,https://www.basketball-reference.com/boxscores/202503150DEN.html,Denver Nuggets,Washington Wizards,Away,-3
997,2025-03-16,Orlando Magic,108,Cleveland Cavaliers,103,CLE,ORL,https://www.basketball-reference.com/boxscores/202503160CLE.html,Cleveland Cavaliers,Orlando Magic,Away,-5
998,2025-03-16,Philadelphia 76ers,130,Dallas Mavericks,125,DAL,PHI,https://www.basketball-reference.com/boxscores/202503160DAL.html,Dallas Mavericks,Philadelphia 76ers,Away,-5
999,2025-03-16,Phoenix Suns,96,Los Angeles Lakers,107,LAL,PHO,https://www.basketball-reference.com/boxscores/202503160LAL.html,Los Angeles Lakers,Phoenix Suns,Home,11
1000,2025-03-16,Atlanta Hawks,114,Brooklyn Nets,122,BRK,ATL,https://www.basketball-reference.com/boxscores/202503160BRK.html,Atlanta Hawks,Brooklyn Nets,Home,8
1001,2025-03-16,Toronto Raptors,102,Portland Trail Blazers,105,POR,TOR,https://www.basketball-reference.com/boxscores/202503160POR.html,Portland Trail Blazers,Toronto Raptors,Home,3
1002,2025-03-16,Charlotte Hornets,88,Los Angeles Clippers,123,LAC,CHO,https://www.basketball-reference.com/boxscores/202503160LAC.html,Charlotte Hornets,Los Angeles Clippers,Home,35
1003,2025-03-16,Utah Jazz,102,Minnesota Timberwolves,128,MIN,UTA,https://www.basketball-reference.com/boxscores/202503160MIN.html,Minnesota Timberwolves,Utah Jazz,Home,26
1004,2025-03-16,Oklahoma City Thunder,121,Milwaukee Bucks,105,MIL,OKC,https://www.basketball-reference.com/boxscores/202503160MIL.html,Milwaukee Bucks,Oklahoma City Thunder,Away,-16
1005,2025-03-17,Miami Heat,95,New York Knicks,116,NYK,MIA,https://www.basketball-reference.com/boxscores/202503170NYK.html,Miami Heat,New York Knicks,Home,21
1006,2025-03-17,Philadelphia 76ers,137,Houston Rockets,144,HOU,PHI,https://www.basketball-reference.com/boxscores/202503170HOU.html,Houston Rockets,Philadelphia 76ers,Home,7
1007,2025-03-17,Indiana Pacers,132,Minnesota Timberwolves,130,MIN,IND,https://www.basketball-reference.com/boxscores/202503170MIN.html,Indiana Pacers,Minnesota Timberwolves,Away,-2
1008,2025-03-17,Detroit Pistons,127,New Orleans Pelicans,81,NOP,DET,https://www.basketball-reference.com/boxscores/202503170NOP.html,Detroit Pistons,New Orleans Pelicans,Away,-46
1009,2025-03-17,Chicago Bulls,111,Utah Jazz,97,UTA,CHI,https://www.basketball-reference.com/boxscores/202503170UTA.html,Chicago Bulls,Utah Jazz,Away,-14
1010,2025-03-17,Denver Nuggets,114,Golden State Warriors,105,GSW,DEN,https://www.basketball-reference.com/boxscores/202503170GSW.html,Denver Nuggets,Golden State Warriors,Away,-9
1011,2025-03-17,Toronto Raptors,89,Phoenix Suns,129,PHO,TOR,https://www.basketball-reference.com/boxscores/202503170PHO.html,Phoenix Suns,Toronto Raptors,Home,40
1012,2025-03-17,Washington Wizards,97,Portland Trail Blazers,112,POR,WAS,https://www.basketball-reference.com/boxscores/202503170POR.html,Portland Trail Blazers,Washington Wizards,Home,15
1013,2025-03-17,Memphis Grizzlies,122,Sacramento Kings,132,SAC,MEM,https://www.basketball-reference.com/boxscores/202503170SAC.html,Memphis Grizzlies,Sacramento Kings,Home,10
1014,2025-03-17,San Antonio Spurs,109,Los Angeles Lakers,125,LAL,SAS,https://www.basketball-reference.com/boxscores/202503170LAL.html,Los Angeles Lakers,San Antonio Spurs,Home,16
1015,2025-03-18,Atlanta Hawks,134,Charlotte Hornets,102,CHO,ATL,https://www.basketball-reference.com/boxscores/202503180CHO.html,Atlanta Hawks,Charlotte Hornets,Away,-32
1016,2025-03-18,Brooklyn Nets,96,Boston Celtics,104,BOS,BRK,https://www.basketball-reference.com/boxscores/202503180BOS.html,Boston Celtics,Brooklyn Nets,Home,8
1017,2025-03-18,Milwaukee Bucks,93,Golden State Warriors,104,GSW,MIL,https://www.basketball-reference.com/boxscores/202503180GSW.html,Golden State Warriors,Milwaukee Bucks,Home,11
1018,2025-03-18,Cleveland Cavaliers,119,Los Angeles Clippers,132,LAC,CLE,https://www.basketball-reference.com/boxscores/202503180LAC.html,Cleveland Cavaliers,Los Angeles Clippers,Home,13
1019,2025-03-19,Dallas Mavericks,131,Indiana Pacers,135,IND,DAL,https://www.basketball-reference.com/boxscores/202503190IND.html,Dallas Mavericks,Indiana Pacers,Home,4
1020,2025-03-19,Houston Rockets,116,Orlando Magic,108,ORL,HOU,https://www.basketball-reference.com/boxscores/202503190ORL.html,Houston Rockets,Orlando Magic,Away,-8
1021,2025-03-19,Detroit Pistons,116,Miami Heat,113,MIA,DET,https://www.basketball-reference.com/boxscores/202503190MIA.html,Detroit Pistons,Miami Heat,Away,-3
1022,2025-03-19,New Orleans Pelicans,119,Minnesota Timberwolves,115,MIN,NOP,https://www.basketball-reference.com/boxscores/202503190MIN.html,Minnesota Timberwolves,New Orleans Pelicans,Away,-4
1023,2025-03-19,Philadelphia 76ers,100,Oklahoma City Thunder,133,OKC,PHI,https://www.basketball-reference.com/boxscores/202503190OKC.html,Oklahoma City Thunder,Philadelphia 76ers,Home,33
1024,2025-03-19,New York Knicks,105,San Antonio Spurs,120,SAS,NYK,https://www.basketball-reference.com/boxscores/202503190SAS.html,New York Knicks,San Antonio Spurs,Home,15
1025,2025-03-19,Washington Wizards,112,Utah Jazz,128,UTA,WAS,https://www.basketball-reference.com/boxscores/202503190UTA.html,Utah Jazz,Washington Wizards,Home,16
1026,2025-03-19,Denver Nuggets,108,Los Angeles Lakers,120,LAL,DEN,https://www.basketball-reference.com/boxscores/202503190LAL.html,Denver Nuggets,Los Angeles Lakers,Home,12
1027,2025-03-19,Chicago Bulls,121,Phoenix Suns,127,PHO,CHI,https://www.basketball-reference.com/boxscores/202503190PHO.html,Chicago Bulls,Phoenix Suns,Home,6
1028,2025-03-19,Memphis Grizzlies,99,Portland Trail Blazers,115,POR,MEM,https://www.basketball-reference.com/boxscores/202503190POR.html,Memphis Grizzlies,Portland Trail Blazers,Home,16
1029,2025-03-19,Cleveland Cavaliers,119,Sacramento Kings,123,SAC,CLE,https://www.basketball-reference.com/boxscores/202503190SAC.html,Cleveland Cavaliers,Sacramento Kings,Home,4
1030,2025-03-20,New York Knicks,98,Charlotte Hornets,115,CHO,NYK,https://www.basketball-reference.com/boxscores/202503200CHO.html,Charlotte Hornets,New York Knicks,Home,17
1031,2025-03-20,Brooklyn Nets,99,Indiana Pacers,105,IND,BRK,https://www.basketball-reference.com/boxscores/202503200IND.html,Brooklyn Nets,Indiana Pacers,Home,6
1032,2025-03-20,Toronto Raptors,114,Golden State Warriors,117,GSW,TOR,https://www.basketball-reference.com/boxscores/202503200GSW.html,Golden State Warriors,Toronto Raptors,Home,3
1033,2025-03-20,Chicago Bulls,128,Sacramento Kings,116,SAC,CHI,https://www.basketball-reference.com/boxscores/202503200SAC.html,Chicago Bulls,Sacramento Kings,Away,-12
1034,2025-03-20,Milwaukee Bucks,118,Los Angeles Lakers,89,LAL,MIL,https://www.basketball-reference.com/boxscores/202503200LAL.html,Los Angeles Lakers,Milwaukee Bucks,Away,-29
1035,2025-03-21,Orlando Magic,120,Washington Wizards,105,WAS,ORL,https://www.basketball-reference.com/boxscores/202503210WAS.html,Orlando Magic,Washington Wizards,Away,-15
1036,2025-03-21,Houston Rockets,102,Miami Heat,98,MIA,HOU,https://www.basketball-reference.com/boxscores/202503210MIA.html,Houston Rockets,Miami Heat,Away,-4
1037,2025-03-21,New Orleans Pelicans,93,Minnesota Timberwolves,134,MIN,NOP,https://www.basketball-reference.com/boxscores/202503210MIN.html,Minnesota Timberwolves,New Orleans Pelicans,Home,41
1038,2025-03-21,Charlotte Hornets,106,Oklahoma City Thunder,141,OKC,CHO,https://www.basketball-reference.com/boxscores/202503210OKC.html,Charlotte Hornets,Oklahoma City Thunder,Home,35
1039,2025-03-21,Philadelphia 76ers,120,San Antonio Spurs,128,SAS,PHI,https://www.basketball-reference.com/boxscores/202503210SAS.html,Philadelphia 76ers,San Antonio Spurs,Home,8
1040,2025-03-21,Detroit Pistons,117,Dallas Mavericks,123,DAL,DET,https://www.basketball-reference.com/boxscores/202503210DAL.html,Dallas Mavericks,Detroit Pistons,Home,6
1041,2025-03-21,Boston Celtics,121,Utah Jazz,99,UTA,BOS,https://www.basketball-reference.com/boxscores/202503210UTA.html,Boston Celtics,Utah Jazz,Away,-22
1042,2025-03-21,Cleveland Cavaliers,112,Phoenix Suns,123,PHO,CLE,https://www.basketball-reference.com/boxscores/202503210PHO.html,Cleveland Cavaliers,Phoenix Suns,Home,11
1043,2025-03-21,Denver Nuggets,109,Portland Trail Blazers,128,POR,DEN,https://www.basketball-reference.com/boxscores/202503210POR.html,Denver Nuggets,Portland Trail Blazers,Home,19
1044,2025-03-21,Memphis Grizzlies,108,Los Angeles Clippers,128,LAC,MEM,https://www.basketball-reference.com/boxscores/202503210LAC.html,Los Angeles Clippers,Memphis Grizzlies,Home,20
1045,2025-03-22,Brooklyn Nets,103,Indiana Pacers,108,IND,BRK,https://www.basketball-reference.com/boxscores/202503220IND.html,Brooklyn Nets,Indiana Pacers,Home,5
1046,2025-03-22,Golden State Warriors,115,Atlanta Hawks,124,ATL,GSW,https://www.basketball-reference.com/boxscores/202503220ATL.html,Atlanta Hawks,Golden State Warriors,Home,9
1047,2025-03-22,Washington Wizards,103,New York Knicks,122,NYK,WAS,https://www.basketball-reference.com/boxscores/202503220NYK.html,New York Knicks,Washington Wizards,Home,19
1048,2025-03-22,Milwaukee Bucks,114,Sacramento Kings,108,SAC,MIL,https://www.basketball-reference.com/boxscores/202503220SAC.html,Milwaukee Bucks,Sacramento Kings,Away,-6
1049,2025-03-22,Chicago Bulls,146,Los Angeles Lakers,115,LAL,CHI,https://www.basketball-reference.com/boxscores/202503220LAL.html,Chicago Bulls,Los Angeles Lakers,Away,-31
1050,2025-03-23,New Orleans Pelicans,130,Detroit Pistons,136,DET,NOP,https://www.basketball-reference.com/boxscores/202503230DET.html,Detroit Pistons,New Orleans Pelicans,Home,6
1051,2025-03-23,Cleveland Cavaliers,120,Utah Jazz,91,UTA,CLE,https://www.basketball-reference.com/boxscores/202503230UTA.html,Cleveland Cavaliers,Utah Jazz,Away,-29
1052,2025-03-23,Philadelphia 76ers,119,Atlanta Hawks,132,ATL,PHI,https://www.basketball-reference.com/boxscores/202503230ATL.html,Atlanta Hawks,Philadelphia 76ers,Home,13
1053,2025-03-23,Charlotte Hornets,105,Miami Heat,122,MIA,CHO,https://www.basketball-reference.com/boxscores/202503230MIA.html,Charlotte Hornets,Miami Heat,Home,17
1054,2025-03-23,Boston Celtics,129,Portland Trail Blazers,116,POR,BOS,https://www.basketball-reference.com/boxscores/202503230POR.html,Boston Celtics,Portland Trail Blazers,Away,-13
1055,2025-03-23,San Antonio Spurs,123,Toronto Raptors,89,TOR,SAS,https://www.basketball-reference.com/boxscores/202503230TOR.html,San Antonio Spurs,Toronto Raptors,Away,-34
1056,2025-03-23,Denver Nuggets,116,Houston Rockets,111,HOU,DEN,https://www.basketball-reference.com/boxscores/202503230HOU.html,Denver Nuggets,Houston Rockets,Away,-5
1057,2025-03-23,Oklahoma City Thunder,103,Los Angeles Clippers,101,LAC,OKC,https://www.basketball-reference.com/boxscores/202503230LAC.html,Los Angeles Clippers,Oklahoma City Thunder,Away,-2
1058,2025-03-24,Minnesota Timberwolves,103,Indiana Pacers,119,IND,MIN,https://www.basketball-reference.com/boxscores/202503240IND.html,Indiana Pacers,Minnesota Timberwolves,Home,16
1059,2025-03-24,Los Angeles Lakers,106,Orlando Magic,118,ORL,LAL,https://www.basketball-reference.com/boxscores/202503240ORL.html,Los Angeles Lakers,Orlando Magic,Home,12
1060,2025-03-24,Toronto Raptors,112,Washington Wizards,104,WAS,TOR,https://www.basketball-reference.com/boxscores/202503240WAS.html,Toronto Raptors,Washington Wizards,Away,-8
1061,2025-03-24,Dallas Mavericks,120,Brooklyn Nets,101,BRK,DAL,https://www.basketball-reference.com/boxscores/202503240BRK.html,Brooklyn Nets,Dallas Mavericks,Away,-19
1062,2025-03-24,Philadelphia 76ers,99,New Orleans Pelicans,112,NOP,PHI,https://www.basketball-reference.com/boxscores/202503240NOP.html,New Orleans Pelicans,Philadelphia 76ers,Home,13
1063,2025-03-24,Chicago Bulls,129,Denver Nuggets,119,DEN,CHI,https://www.basketball-reference.com/boxscores/202503240DEN.html,Chicago Bulls,Denver Nuggets,Away,-10
1064,2025-03-24,Milwaukee Bucks,106,Phoenix Suns,108,PHO,MIL,https://www.basketball-reference.com/boxscores/202503240PHO.html,Milwaukee Bucks,Phoenix Suns,Home,2
1065,2025-03-24,Boston Celtics,113,Sacramento Kings,95,SAC,BOS,https://www.basketball-reference.com/boxscores/202503240SAC.html,Boston Celtics,Sacramento Kings,Away,-18
1066,2025-03-25,Orlando Magic,111,Charlotte Hornets,104,CHO,ORL,https://www.basketball-reference.com/boxscores/202503250CHO.html,Charlotte Hornets,Orlando Magic,Away,-7
1067,2025-03-25,San Antonio Spurs,96,Detroit Pistons,122,DET,SAS,https://www.basketball-reference.com/boxscores/202503250DET.html,Detroit Pistons,San Antonio Spurs,Home,26
1068,2025-03-25,Golden State Warriors,86,Miami Heat,112,MIA,GSW,https://www.basketball-reference.com/boxscores/202503250MIA.html,Golden State Warriors,Miami Heat,Home,26
1069,2025-03-25,Dallas Mavericks,113,New York Knicks,128,NYK,DAL,https://www.basketball-reference.com/boxscores/202503250NYK.html,Dallas Mavericks,New York Knicks,Home,15
1070,2025-03-25,Atlanta Hawks,114,Houston Rockets,121,HOU,ATL,https://www.basketball-reference.com/boxscores/202503250HOU.html,Atlanta Hawks,Houston Rockets,Home,7
1071,2025-03-25,Memphis Grizzlies,140,Utah Jazz,103,UTA,MEM,https://www.basketball-reference.com/boxscores/202503250UTA.html,Memphis Grizzlies,Utah Jazz,Away,-37
1072,2025-03-25,Cleveland Cavaliers,122,Portland Trail Blazers,111,POR,CLE,https://www.basketball-reference.com/boxscores/202503250POR.html,Cleveland Cavaliers,Portland Trail Blazers,Away,-11
1073,2025-03-25,Oklahoma City Thunder,121,Sacramento Kings,105,SAC,OKC,https://www.basketball-reference.com/boxscores/202503250SAC.html,Oklahoma City Thunder,Sacramento Kings,Away,-16
1074,2025-03-26,Washington Wizards,119,Philadelphia 76ers,114,PHI,WAS,https://www.basketball-reference.com/boxscores/202503260PHI.html,Philadelphia 76ers,Washington Wizards,Away,-5
1075,2025-03-26,Toronto Raptors,116,Brooklyn Nets,86,BRK,TOR,https://www.basketball-reference.com/boxscores/202503260BRK.html,Brooklyn Nets,Toronto Raptors,Away,-30
1076,2025-03-26,Los Angeles Lakers,120,Indiana Pacers,119,IND,LAL,https://www.basketball-reference.com/boxscores/202503260IND.html,Indiana Pacers,Los Angeles Lakers,Away,-1
1077,2025-03-26,Los Angeles Clippers,126,New York Knicks,113,NYK,LAC,https://www.basketball-reference.com/boxscores/202503260NYK.html,Los Angeles Clippers,New York Knicks,Away,-13
1078,2025-03-26,Milwaukee Bucks,117,Denver Nuggets,127,DEN,MIL,https://www.basketball-reference.com/boxscores/202503260DEN.html,Denver Nuggets,Milwaukee Bucks,Home,10
1079,2025-03-26,Boston Celtics,132,Phoenix Suns,102,PHO,BOS,https://www.basketball-reference.com/boxscores/202503260PHO.html,Boston Celtics,Phoenix Suns,Away,-30
1080,2025-03-27,San Antonio Spurs,116,Cleveland Cavaliers,124,CLE,SAS,https://www.basketball-reference.com/boxscores/202503270CLE.html,Cleveland Cavaliers,San Antonio Spurs,Home,8
1081,2025-03-27,Dallas Mavericks,101,Orlando Magic,92,ORL,DAL,https://www.basketball-reference.com/boxscores/202503270ORL.html,Dallas Mavericks,Orlando Magic,Away,-9
1082,2025-03-27,Indiana Pacers,162,Washington Wizards,109,WAS,IND,https://www.basketball-reference.com/boxscores/202503270WAS.html,Indiana Pacers,Washington Wizards,Away,-53
1083,2025-03-27,Atlanta Hawks,112,Miami Heat,122,MIA,ATL,https://www.basketball-reference.com/boxscores/202503270MIA.html,Atlanta Hawks,Miami Heat,Home,10
1084,2025-03-27,Los Angeles Lakers,117,Chicago Bulls,119,CHI,LAL,https://www.basketball-reference.com/boxscores/202503270CHI.html,Chicago Bulls,Los Angeles Lakers,Home,2
1085,2025-03-27,Memphis Grizzlies,104,Oklahoma City Thunder,125,OKC,MEM,https://www.basketball-reference.com/boxscores/202503270OKC.html,Memphis Grizzlies,Oklahoma City Thunder,Home,21
1086,2025-03-27,Houston Rockets,121,Utah Jazz,110,UTA,HOU,https://www.basketball-reference.com/boxscores/202503270UTA.html,Houston Rockets,Utah Jazz,Away,-11
1087,2025-03-27,Portland Trail Blazers,107,Sacramento Kings,128,SAC,POR,https://www.basketball-reference.com/boxscores/202503270SAC.html,Portland Trail Blazers,Sacramento Kings,Home,21
1088,2025-03-28,Cleveland Cavaliers,122,Detroit Pistons,133,DET,CLE,https://www.basketball-reference.com/boxscores/202503280DET.html,Cleveland Cavaliers,Detroit Pistons,Home,11
1089,2025-03-28,Los Angeles Clippers,132,Brooklyn Nets,100,BRK,LAC,https://www.basketball-reference.com/boxscores/202503280BRK.html,Brooklyn Nets,Los Angeles Clippers,Away,-32
1090,2025-03-28,Charlotte Hornets,97,Toronto Raptors,108,TOR,CHO,https://www.basketball-reference.com/boxscores/202503280TOR.html,Charlotte Hornets,Toronto Raptors,Home,11
1091,2025-03-28,New York Knicks,116,Milwaukee Bucks,107,MIL,NYK,https://www.basketball-reference.com/boxscores/202503280MIL.html,Milwaukee Bucks,New York Knicks,Away,-9
1092,2025-03-28,Phoenix Suns,109,Minnesota Timberwolves,124,MIN,PHO,https://www.basketball-reference.com/boxscores/202503280MIN.html,Minnesota Timberwolves,Phoenix Suns,Home,15
1093,2025-03-28,Golden State Warriors,111,New Orleans Pelicans,95,NOP,GSW,https://www.basketball-reference.com/boxscores/202503280NOP.html,Golden State Warriors,New Orleans Pelicans,Away,-16
1094,2025-03-28,Utah Jazz,93,Denver Nuggets,129,DEN,UTA,https://www.basketball-reference.com/boxscores/202503280DEN.html,Denver Nuggets,Utah Jazz,Home,36
1095,2025-03-29,Sacramento Kings,91,Orlando Magic,121,ORL,SAC,https://www.basketball-reference.com/boxscores/202503290ORL.html,Orlando Magic,Sacramento Kings,Home,30
1096,2025-03-29,Brooklyn Nets,115,Washington Wizards,112,WAS,BRK,https://www.basketball-reference.com/boxscores/202503290WAS.html,Brooklyn Nets,Washington Wizards,Away,-3
1097,2025-03-29,Miami Heat,118,Philadelphia 76ers,95,PHI,MIA,https://www.basketball-reference.com/boxscores/202503290PHI.html,Miami Heat,Philadelphia 76ers,Away,-23
