,Date,Away,AwayPoints,Home,HomePoints,HomeAbbreviation,AwayAbbreviation,GameUrl,A_Team,B_Team,Winner,PointDifferential
561,2025-01-12,Indiana Pacers,108,Cleveland Cavaliers,93,CLE,IND,https://www.basketball-reference.com/boxscores/202501120CLE.html,Cleveland Cavaliers,Indiana Pacers,Away,-15
562,2025-01-12,Philadelphia 76ers,99,Orlando Magic,104,ORL,PHI,https://www.basketball-reference.com/boxscores/202501120ORL.html,Orlando Magic,Philadelphia 76ers,Home,5
563,2025-01-12,Oklahoma City Thunder,136,Washington Wizards,95,WAS,OKC,https://www.basketball-reference.com/boxscores/202501120WAS.html,Oklahoma City Thunder,Washington Wizards,Away,-41
564,2025-01-12,Brooklyn Nets,111,Utah Jazz,112,UTA,BRK,https://www.basketball-reference.com/boxscores/202501120UTA.html,Brooklyn Nets,Utah Jazz,Home,1
565,2025-01-12,Charlotte Hornets,113,Phoenix Suns,120,PHO,CHO,https://www.basketball-reference.com/boxscores/202501120PHO.html,Charlotte Hornets,Phoenix Suns,Home,7
566,2025-01-13,Minnesota Timberwolves,120,Washington Wizards,106,WAS,MIN,https://www.basketball-reference.com/boxscores/202501130WAS.html,Minnesota Timberwolves,Washington Wizards,Away,-14
567,2025-01-13,Detroit Pistons,124,New York Knicks,119,NYK,DET,https://www.basketball-reference.com/boxscores/202501130NYK.html,Detroit Pistons,New York Knicks,Away,-5
568,2025-01-13,Golden State Warriors,101,Toronto Raptors,104,TOR,GSW,https://www.basketball-reference.com/boxscores/202501130TOR.html,Golden State Warriors,Toronto Raptors,Home,3
569,2025-01-13,Memphis Grizzlies,118,Houston Rockets,120,HOU,MEM,https://www.basketball-reference.com/boxscores/202501130HOU.html,Houston Rockets,Memphis Grizzlies,Home,2
570,2025-01-13,Miami Heat,98,Los Angeles Clippers,109,LAC,MIA,https://www.basketball-reference.com/boxscores/202501130LAC.html,Los Angeles Clippers,Miami Heat,Home,11
571,2025-01-13,San Antonio Spurs,126,Los Angeles Lakers,102,LAL,SAS,https://www.basketball-reference.com/boxscores/202501130LAL.html,Los Angeles Lakers,San Antonio Spurs,Away,-24
572,2025-01-14,Cleveland Cavaliers,127,Indiana Pacers,117,IND,CLE,https://www.basketball-reference.com/boxscores/202501140IND.html,Cleveland Cavaliers,Indiana Pacers,Away,-10
573,2025-01-14,Oklahoma City Thunder,118,Philadelphia 76ers,102,PHI,OKC,https://www.basketball-reference.com/boxscores/202501140PHI.html,Oklahoma City Thunder,Philadelphia 76ers,Away,-16
574,2025-01-14,Phoenix Suns,117,Atlanta Hawks,122,ATL,PHO,https://www.basketball-reference.com/boxscores/202501140ATL.html,Atlanta Hawks,Phoenix Suns,Home,5
575,2025-01-14,New Orleans Pelicans,119,Chicago Bulls,113,CHI,NOP,https://www.basketball-reference.com/boxscores/202501140CHI.html,Chicago Bulls,New Orleans Pelicans,Away,-6
576,2025-01-14,Sacramento Kings,115,Milwaukee Bucks,130,MIL,SAC,https://www.basketball-reference.com/boxscores/202501140MIL.html,Milwaukee Bucks,Sacramento Kings,Home,15
577,2025-01-14,Denver Nuggets,118,Dallas Mavericks,99,DAL,DEN,https://www.basketball-reference.com/boxscores/202501140DAL.html,Dallas Mavericks,Denver Nuggets,Away,-19
578,2025-01-14,Brooklyn Nets,132,Portland Trail Blazers,114,POR,BRK,https://www.basketball-reference.com/boxscores/202501140POR.html,Brooklyn Nets,Portland Trail Blazers,Away,-18
579,2025-01-15,New York Knicks,125,Philadelphia 76ers,119,PHI,NYK,https://www.basketball-reference.com/boxscores/202501150PHI.html,New York Knicks,Philadelphia 76ers,Away,-6
580,2025-01-15,Boston Celtics,97,Toronto Raptors,110,TOR,BOS,https://www.basketball-reference.com/boxscores/202501150TOR.html,Boston Celtics,Toronto Raptors,Home,13
581,2025-01-15,Atlanta Hawks,110,Chicago Bulls,94,CHI,ATL,https://www.basketball-reference.com/boxscores/202501150CHI.html,Atlanta Hawks,Chicago Bulls,Away,-16
582,2025-01-15,Orlando Magic,93,Milwaukee Bucks,122,MIL,ORL,https://www.basketball-reference.com/boxscores/202501150MIL.html,Milwaukee Bucks,Orlando Magic,Home,29
583,2025-01-15,Dallas Mavericks,116,New Orleans Pelicans,119,NOP,DAL,https://www.basketball-reference.com/boxscores/202501150NOP.html,Dallas Mavericks,New Orleans Pelicans,Home,3
584,2025-01-15,Memphis Grizzlies,129,San Antonio Spurs,115,SAS,MEM,https://www.basketball-reference.com/boxscores/202501150SAS.html,Memphis Grizzlies,San Antonio Spurs,Away,-14
585,2025-01-15,Houston Rockets,128,Denver Nuggets,108,DEN,HOU,https://www.basketball-reference.com/boxscores/202501150DEN.html,Denver Nuggets,Houston Rockets,Away,-20
586,2025-01-15,Charlotte Hornets,117,Utah Jazz,112,UTA,CHO,https://www.basketball-reference.com/boxscores/202501150UTA.html,Charlotte Hornets,Utah Jazz,Away,-5
587,2025-01-15,Golden State Warriors,116,Minnesota Timberwolves,115,MIN,GSW,https://www.basketball-reference.com/boxscores/202501150MIN.html,Golden State Warriors,Minnesota Timberwolves,Away,-1
588,2025-01-15,Miami Heat,108,Los Angeles Lakers,117,LAL,MIA,https://www.basketball-reference.com/boxscores/202501150LAL.html,Los Angeles Lakers,Miami Heat,Home,9
589,2025-01-15,Brooklyn Nets,67,Los Angeles Clippers,126,LAC,BRK,https://www.basketball-reference.com/boxscores/202501150LAC.html,Brooklyn Nets,Los Angeles Clippers,Home,59
590,2025-01-16,Indiana Pacers,111,Detroit Pistons,100,DET,IND,https://www.basketball-reference.com/boxscores/202501160DET.html,Detroit Pistons,Indiana Pacers,Away,-11
591,2025-01-16,Phoenix Suns,130,Washington Wizards,123,WAS,PHO,https://www.basketball-reference.com/boxscores/202501160WAS.html,Phoenix Suns,Washington Wizards,Away,-7
592,2025-01-16,Cleveland Cavaliers,114,Oklahoma City Thunder,134,OKC,CLE,https://www.basketball-reference.com/boxscores/202501160OKC.html,Cleveland Cavaliers,Oklahoma City Thunder,Home,20
593,2025-01-16,Los Angeles Clippers,118,Portland Trail Blazers,89,POR,LAC,https://www.basketball-reference.com/boxscores/202501160POR.html,Los Angeles Clippers,Portland Trail Blazers,Away,-29
594,2025-01-16,Houston Rockets,127,Sacramento Kings,132,SAC,HOU,https://www.basketball-reference.com/boxscores/202501160SAC.html,Houston Rockets,Sacramento Kings,Home,5
595,2025-01-17,Orlando Magic,94,Boston Celtics,121,BOS,ORL,https://www.basketball-reference.com/boxscores/202501170BOS.html,Boston Celtics,Orlando Magic,Home,27
596,2025-01-17,Minnesota Timberwolves,116,New York Knicks,99,NYK,MIN,https://www.basketball-reference.com/boxscores/202501170NYK.html,Minnesota Timberwolves,New York Knicks,Away,-17
597,2025-01-17,Charlotte Hornets,125,Chicago Bulls,123,CHI,CHO,https://www.basketball-reference.com/boxscores/202501170CHI.html,Charlotte Hornets,Chicago Bulls,Away,-2
598,2025-01-17,Denver Nuggets,133,Miami Heat,113,MIA,DEN,https://www.basketball-reference.com/boxscores/202501170MIA.html,Denver Nuggets,Miami Heat,Away,-20
599,2025-01-17,Toronto Raptors,112,Milwaukee Bucks,130,MIL,TOR,https://www.basketball-reference.com/boxscores/202501170MIL.html,Milwaukee Bucks,Toronto Raptors,Home,18
600,2025-01-17,Utah Jazz,123,New Orleans Pelicans,136,NOP,UTA,https://www.basketball-reference.com/boxscores/202501170NOP.html,New Orleans Pelicans,Utah Jazz,Home,13
601,2025-01-17,Oklahoma City Thunder,98,Dallas Mavericks,106,DAL,OKC,https://www.basketball-reference.com/boxscores/202501170DAL.html,Dallas Mavericks,Oklahoma City Thunder,Home,8
602,2025-01-17,Memphis Grizzlies,140,San Antonio Spurs,112,SAS,MEM,https://www.basketball-reference.com/boxscores/202501170SAS.html,Memphis Grizzlies,San Antonio Spurs,Away,-28
603,2025-01-17,Brooklyn Nets,101,Los Angeles Lakers,102,LAL,BRK,https://www.basketball-reference.com/boxscores/202501170LAL.html,Brooklyn Nets,Los Angeles Lakers,Home,1
604,2025-01-18,Phoenix Suns,125,Detroit Pistons,121,DET,PHO,https://www.basketball-reference.com/boxscores/202501180DET.html,Detroit Pistons,Phoenix Suns,Away,-4
605,2025-01-18,Atlanta Hawks,119,Boston Celtics,115,BOS,ATL,https://www.basketball-reference.com/boxscores/202501180BOS.html,Atlanta Hawks,Boston Celtics,Away,-4
606,2025-01-18,Philadelphia 76ers,102,Indiana Pacers,115,IND,PHI,https://www.basketball-reference.com/boxscores/202501180IND.html,Indiana Pacers,Philadelphia 76ers,Home,13
607,2025-01-18,Washington Wizards,114,Golden State Warriors,122,GSW,WAS,https://www.basketball-reference.com/boxscores/202501180GSW.html,Golden State Warriors,Washington Wizards,Home,8
608,2025-01-18,Cleveland Cavaliers,124,Minnesota Timberwolves,117,MIN,CLE,https://www.basketball-reference.com/boxscores/202501180MIN.html,Cleveland Cavaliers,Minnesota Timberwolves,Away,-7
609,2025-01-18,Houston Rockets,125,Portland Trail Blazers,103,POR,HOU,https://www.basketball-reference.com/boxscores/202501180POR.html,Houston Rockets,Portland Trail Blazers,Away,-22
610,2025-01-19,San Antonio Spurs,107,Miami Heat,128,MIA,SAS,https://www.basketball-reference.com/boxscores/202501190MIA.html,Miami Heat,San Antonio Spurs,Home,21
611,2025-01-19,Denver Nuggets,113,Orlando Magic,100,ORL,DEN,https://www.basketball-reference.com/boxscores/202501190ORL.html,Denver Nuggets,Orlando Magic,Away,-13
612,2025-01-19,Philadelphia 76ers,109,Milwaukee Bucks,123,MIL,PHI,https://www.basketball-reference.com/boxscores/202501190MIL.html,Milwaukee Bucks,Philadelphia 76ers,Home,14
613,2025-01-19,Brooklyn Nets,101,Oklahoma City Thunder,127,OKC,BRK,https://www.basketball-reference.com/boxscores/202501190OKC.html,Brooklyn Nets,Oklahoma City Thunder,Home,26
614,2025-01-19,Los Angeles Lakers,102,Los Angeles Clippers,116,LAC,LAL,https://www.basketball-reference.com/boxscores/202501190LAC.html,Los Angeles Clippers,Los Angeles Lakers,Home,14
615,2025-01-19,Chicago Bulls,102,Portland Trail Blazers,113,POR,CHI,https://www.basketball-reference.com/boxscores/202501190POR.html,Chicago Bulls,Portland Trail Blazers,Home,11
616,2025-01-19,Washington Wizards,100,Sacramento Kings,123,SAC,WAS,https://www.basketball-reference.com/boxscores/202501190SAC.html,Sacramento Kings,Washington Wizards,Home,23
617,2025-01-20,Dallas Mavericks,105,Charlotte Hornets,110,CHO,DAL,https://www.basketball-reference.com/boxscores/202501200CHO.html,Charlotte Hornets,Dallas Mavericks,Home,5
618,2025-01-20,Detroit Pistons,107,Houston Rockets,96,HOU,DET,https://www.basketball-reference.com/boxscores/202501200HOU.html,Detroit Pistons,Houston Rockets,Away,-11
619,2025-01-20,Minnesota Timberwolves,106,Memphis Grizzlies,108,MEM,MIN,https://www.basketball-reference.com/boxscores/202501200MEM.html,Memphis Grizzlies,Minnesota Timberwolves,Home,2
620,2025-01-20,Atlanta Hawks,110,New York Knicks,119,NYK,ATL,https://www.basketball-reference.com/boxscores/202501200NYK.html,Atlanta Hawks,New York Knicks,Home,9
621,2025-01-20,Phoenix Suns,92,Cleveland Cavaliers,118,CLE,PHO,https://www.basketball-reference.com/boxscores/202501200CLE.html,Cleveland Cavaliers,Phoenix Suns,Home,26
622,2025-01-20,Boston Celtics,125,Golden State Warriors,85,GSW,BOS,https://www.basketball-reference.com/boxscores/202501200GSW.html,Boston Celtics,Golden State Warriors,Away,-40
623,2025-01-20,Utah Jazz,119,New Orleans Pelicans,123,NOP,UTA,https://www.basketball-reference.com/boxscores/202501200NOP.html,New Orleans Pelicans,Utah Jazz,Home,4
624,2025-01-20,Chicago Bulls,112,Los Angeles Clippers,99,LAC,CHI,https://www.basketball-reference.com/boxscores/202501200LAC.html,Chicago Bulls,Los Angeles Clippers,Away,-13
625,2025-01-21,New York Knicks,99,Brooklyn Nets,95,BRK,NYK,https://www.basketball-reference.com/boxscores/202501210BRK.html,Brooklyn Nets,New York Knicks,Away,-4
626,2025-01-21,Portland Trail Blazers,116,Miami Heat,107,MIA,POR,https://www.basketball-reference.com/boxscores/202501210MIA.html,Miami Heat,Portland Trail Blazers,Away,-9
627,2025-01-21,Orlando Magic,93,Toronto Raptors,109,TOR,ORL,https://www.basketball-reference.com/boxscores/202501210TOR.html,Orlando Magic,Toronto Raptors,Home,16
628,2025-01-21,Philadelphia 76ers,109,Denver Nuggets,144,DEN,PHI,https://www.basketball-reference.com/boxscores/202501210DEN.html,Denver Nuggets,Philadelphia 76ers,Home,35
629,2025-01-21,Washington Wizards,88,Los Angeles Lakers,111,LAL,WAS,https://www.basketball-reference.com/boxscores/202501210LAL.html,Los Angeles Lakers,Washington Wizards,Home,23
630,2025-01-22,Detroit Pistons,114,Atlanta Hawks,104,ATL,DET,https://www.basketball-reference.com/boxscores/202501220ATL.html,Atlanta Hawks,Detroit Pistons,Away,-10
631,2025-01-22,Phoenix Suns,108,Brooklyn Nets,84,BRK,PHO,https://www.basketball-reference.com/boxscores/202501220BRK.html,Brooklyn Nets,Phoenix Suns,Away,-24
632,2025-01-22,Minnesota Timberwolves,115,Dallas Mavericks,114,DAL,MIN,https://www.basketball-reference.com/boxscores/202501220DAL.html,Dallas Mavericks,Minnesota Timberwolves,Away,-1
633,2025-01-22,Cleveland Cavaliers,108,Houston Rockets,109,HOU,CLE,https://www.basketball-reference.com/boxscores/202501220HOU.html,Cleveland Cavaliers,Houston Rockets,Home,1
634,2025-01-22,Charlotte Hornets,120,Memphis Grizzlies,132,MEM,CHO,https://www.basketball-reference.com/boxscores/202501220MEM.html,Charlotte Hornets,Memphis Grizzlies,Home,12
635,2025-01-22,Utah Jazz,114,Oklahoma City Thunder,123,OKC,UTA,https://www.basketball-reference.com/boxscores/202501220OKC.html,Oklahoma City Thunder,Utah Jazz,Home,9
636,2025-01-22,Golden State Warriors,117,Sacramento Kings,123,SAC,GSW,https://www.basketball-reference.com/boxscores/202501220SAC.html,Golden State Warriors,Sacramento Kings,Home,6
637,2025-01-22,Boston Celtics,117,Los Angeles Clippers,113,LAC,BOS,https://www.basketball-reference.com/boxscores/202501220LAC.html,Boston Celtics,Los Angeles Clippers,Away,-4
638,2025-01-23,San Antonio Spurs,140,Indiana Pacers,110,IND,SAS,https://www.basketball-reference.com/boxscores/202501230IND.html,Indiana Pacers,San Antonio Spurs,Away,-30
639,2025-01-23,Portland Trail Blazers,101,Orlando Magic,79,ORL,POR,https://www.basketball-reference.com/boxscores/202501230ORL.html,Orlando Magic,Portland Trail Blazers,Away,-22
640,2025-01-23,Toronto Raptors,122,Atlanta Hawks,119,ATL,TOR,https://www.basketball-reference.com/boxscores/202501230ATL.html,Atlanta Hawks,Toronto Raptors,Away,-3
641,2025-01-23,Dallas Mavericks,121,Oklahoma City Thunder,115,OKC,DAL,https://www.basketball-reference.com/boxscores/202501230OKC.html,Dallas Mavericks,Oklahoma City Thunder,Away,-6
642,2025-01-23,Miami Heat,96,Milwaukee Bucks,125,MIL,MIA,https://www.basketball-reference.com/boxscores/202501230MIL.html,Miami Heat,Milwaukee Bucks,Home,29
643,2025-01-23,Sacramento Kings,123,Denver Nuggets,132,DEN,SAC,https://www.basketball-reference.com/boxscores/202501230DEN.html,Denver Nuggets,Sacramento Kings,Home,9
644,2025-01-23,Chicago Bulls,106,Golden State Warriors,131,GSW,CHI,https://www.basketball-reference.com/boxscores/202501230GSW.html,Chicago Bulls,Golden State Warriors,Home,25
645,2025-01-23,Boston Celtics,96,Los Angeles Lakers,117,LAL,BOS,https://www.basketball-reference.com/boxscores/202501230LAL.html,Boston Celtics,Los Angeles Lakers,Home,21
646,2025-01-23,Washington Wizards,93,Los Angeles Clippers,110,LAC,WAS,https://www.basketball-reference.com/boxscores/202501230LAC.html,Los Angeles Clippers,Washington Wizards,Home,17
647,2025-01-24,Portland Trail Blazers,102,Charlotte Hornets,97,CHO,POR,https://www.basketball-reference.com/boxscores/202501240CHO.html,Charlotte Hornets,Portland Trail Blazers,Away,-5
648,2025-01-24,Cleveland Cavaliers,129,Philadelphia 76ers,132,PHI,CLE,https://www.basketball-reference.com/boxscores/202501240PHI.html,Cleveland Cavaliers,Philadelphia 76ers,Home,3
649,2025-01-24,New Orleans Pelicans,126,Memphis Grizzlies,139,MEM,NOP,https://www.basketball-reference.com/boxscores/202501240MEM.html,Memphis Grizzlies,New Orleans Pelicans,Home,13
650,2025-01-25,Indiana Pacers,136,San Antonio Spurs,98,SAS,IND,https://www.basketball-reference.com/boxscores/202501250SAS.html,Indiana Pacers,San Antonio Spurs,Away,-38
651,2025-01-25,Denver Nuggets,104,Minnesota Timberwolves,133,MIN,DEN,https://www.basketball-reference.com/boxscores/202501250MIN.html,Denver Nuggets,Minnesota Timberwolves,Home,29
652,2025-01-25,Boston Celtics,122,Dallas Mavericks,107,DAL,BOS,https://www.basketball-reference.com/boxscores/202501250DAL.html,Boston Celtics,Dallas Mavericks,Away,-15
653,2025-01-25,Miami Heat,106,Brooklyn Nets,97,BRK,MIA,https://www.basketball-reference.com/boxscores/202501250BRK.html,Brooklyn Nets,Miami Heat,Away,-9
654,2025-01-25,New Orleans Pelicans,92,Charlotte Hornets,123,CHO,NOP,https://www.basketball-reference.com/boxscores/202501250CHO.html,Charlotte Hornets,New Orleans Pelicans,Home,31
655,2025-01-25,Detroit Pistons,113,Orlando Magic,121,ORL,DET,https://www.basketball-reference.com/boxscores/202501250ORL.html,Detroit Pistons,Orlando Magic,Home,8
656,2025-01-25,Toronto Raptors,117,Atlanta Hawks,94,ATL,TOR,https://www.basketball-reference.com/boxscores/202501250ATL.html,Atlanta Hawks,Toronto Raptors,Away,-23
657,2025-01-25,Houston Rockets,135,Cleveland Cavaliers,131,CLE,HOU,https://www.basketball-reference.com/boxscores/202501250CLE.html,Cleveland Cavaliers,Houston Rockets,Away,-4
658,2025-01-25,Sacramento Kings,120,New York Knicks,143,NYK,SAC,https://www.basketball-reference.com/boxscores/202501250NYK.html,New York Knicks,Sacramento Kings,Home,23
659,2025-01-25,Philadelphia 76ers,109,Chicago Bulls,97,CHI,PHI,https://www.basketball-reference.com/boxscores/202501250CHI.html,Chicago Bulls,Philadelphia 76ers,Away,-12
660,2025-01-25,Utah Jazz,103,Memphis Grizzlies,125,MEM,UTA,https://www.basketball-reference.com/boxscores/202501250MEM.html,Memphis Grizzlies,Utah Jazz,Home,22
661,2025-01-25,Los Angeles Lakers,118,Golden State Warriors,108,GSW,LAL,https://www.basketball-reference.com/boxscores/202501250GSW.html,Golden State Warriors,Los Angeles Lakers,Away,-10
662,2025-01-25,Washington Wizards,109,Phoenix Suns,119,PHO,WAS,https://www.basketball-reference.com/boxscores/202501250PHO.html,Phoenix Suns,Washington Wizards,Home,10
663,2025-01-25,Milwaukee Bucks,117,Los Angeles Clippers,127,LAC,MIL,https://www.basketball-reference.com/boxscores/202501250LAC.html,Los Angeles Clippers,Milwaukee Bucks,Home,10
664,2025-01-26,Oklahoma City Thunder,118,Portland Trail Blazers,108,POR,OKC,https://www.basketball-reference.com/boxscores/202501260POR.html,Oklahoma City Thunder,Portland Trail Blazers,Away,-10
665,2025-01-27,Los Angeles Lakers,112,Charlotte Hornets,107,CHO,LAL,https://www.basketball-reference.com/boxscores/202501270CHO.html,Charlotte Hornets,Los Angeles Lakers,Away,-5
666,2025-01-27,Detroit Pistons,91,Cleveland Cavaliers,110,CLE,DET,https://www.basketball-reference.com/boxscores/202501270CLE.html,Cleveland Cavaliers,Detroit Pistons,Home,19
667,2025-01-27,Houston Rockets,114,Boston Celtics,112,BOS,HOU,https://www.basketball-reference.com/boxscores/202501270BOS.html,Boston Celtics,Houston Rockets,Away,-2
668,2025-01-27,Sacramento Kings,110,Brooklyn Nets,96,BRK,SAC,https://www.basketball-reference.com/boxscores/202501270BRK.html,Brooklyn Nets,Sacramento Kings,Away,-14
669,2025-01-27,Orlando Magic,119,Miami Heat,125,MIA,ORL,https://www.basketball-reference.com/boxscores/202501270MIA.html,Miami Heat,Orlando Magic,Home,6
670,2025-01-27,Memphis Grizzlies,106,New York Knicks,143,NYK,MEM,https://www.basketball-reference.com/boxscores/202501270NYK.html,Memphis Grizzlies,New York Knicks,Home,37
671,2025-01-27,New Orleans Pelicans,104,Toronto Raptors,113,TOR,NOP,https://www.basketball-reference.com/boxscores/202501270TOR.html,New Orleans Pelicans,Toronto Raptors,Home,9
672,2025-01-27,Denver Nuggets,121,Chicago Bulls,129,CHI,DEN,https://www.basketball-reference.com/boxscores/202501270CHI.html,Chicago Bulls,Denver Nuggets,Home,8
673,2025-01-27,Atlanta Hawks,92,Minnesota Timberwolves,100,MIN,ATL,https://www.basketball-reference.com/boxscores/202501270MIN.html,Atlanta Hawks,Minnesota Timberwolves,Home,8
674,2025-01-27,Washington Wizards,108,Dallas Mavericks,130,DAL,WAS,https://www.basketball-reference.com/boxscores/202501270DAL.html,Dallas Mavericks,Washington Wizards,Home,22
675,2025-01-27,Milwaukee Bucks,125,Utah Jazz,110,UTA,MIL,https://www.basketball-reference.com/boxscores/202501270UTA.html,Milwaukee Bucks,Utah Jazz,Away,-15
676,2025-01-27,Los Angeles Clippers,109,Phoenix Suns,111,PHO,LAC,https://www.basketball-reference.com/boxscores/202501270PHO.html,Los Angeles Clippers,Phoenix Suns,Home,2
677,2025-01-28,Houston Rockets,100,Atlanta Hawks,96,ATL,HOU,https://www.basketball-reference.com/boxscores/202501280ATL.html,Atlanta Hawks,Houston Rockets,Away,-4
678,2025-01-28,Los Angeles Lakers,104,Philadelphia 76ers,118,PHI,LAL,https://www.basketball-reference.com/boxscores/202501280PHI.html,Los Angeles Lakers,Philadelphia 76ers,Home,14
679,2025-01-28,Utah Jazz,103,Golden State Warriors,114,GSW,UTA,https://www.basketball-reference.com/boxscores/202501280GSW.html,Golden State Warriors,Utah Jazz,Home,11
680,2025-01-28,Milwaukee Bucks,112,Portland Trail Blazers,125,POR,MIL,https://www.basketball-reference.com/boxscores/202501280POR.html,Milwaukee Bucks,Portland Trail Blazers,Home,13
681,2025-01-29,Brooklyn Nets,104,Charlotte Hornets,83,CHO,BRK,https://www.basketball-reference.com/boxscores/202501290CHO.html,Brooklyn Nets,Charlotte Hornets,Away,-21
682,2025-01-29,Detroit Pistons,119,Indiana Pacers,133,IND,DET,https://www.basketball-reference.com/boxscores/202501290IND.html,Detroit Pistons,Indiana Pacers,Home,14
683,2025-01-29,Toronto Raptors,106,Washington Wizards,82,WAS,TOR,https://www.basketball-reference.com/boxscores/202501290WAS.html,Toronto Raptors,Washington Wizards,Away,-24
684,2025-01-29,Chicago Bulls,100,Boston Celtics,122,BOS,CHI,https://www.basketball-reference.com/boxscores/202501290BOS.html,Boston Celtics,Chicago Bulls,Home,22
685,2025-01-29,Cleveland Cavaliers,126,Miami Heat,106,MIA,CLE,https://www.basketball-reference.com/boxscores/202501290MIA.html,Cleveland Cavaliers,Miami Heat,Away,-20
686,2025-01-29,Denver Nuggets,112,New York Knicks,122,NYK,DEN,https://www.basketball-reference.com/boxscores/202501290NYK.html,Denver Nuggets,New York Knicks,Home,10
687,2025-01-29,Sacramento Kings,104,Philadelphia 76ers,117,PHI,SAC,https://www.basketball-reference.com/boxscores/202501290PHI.html,Philadelphia 76ers,Sacramento Kings,Home,13
688,2025-01-29,Dallas Mavericks,137,New Orleans Pelicans,136,NOP,DAL,https://www.basketball-reference.com/boxscores/202501290NOP.html,Dallas Mavericks,New Orleans Pelicans,Away,-1
689,2025-01-29,Los Angeles Clippers,128,San Antonio Spurs,116,SAS,LAC,https://www.basketball-reference.com/boxscores/202501290SAS.html,Los Angeles Clippers,San Antonio Spurs,Away,-12
690,2025-01-29,Minnesota Timberwolves,121,Phoenix Suns,113,PHO,MIN,https://www.basketball-reference.com/boxscores/202501290PHO.html,Minnesota Timberwolves,Phoenix Suns,Away,-8
691,2025-01-29,Oklahoma City Thunder,109,Golden State Warriors,116,GSW,OKC,https://www.basketball-reference.com/boxscores/202501290GSW.html,Golden State Warriors,Oklahoma City Thunder,Home,7
692,2025-01-30,Atlanta Hawks,115,Cleveland Cavaliers,137,CLE,ATL,https://www.basketball-reference.com/boxscores/202501300CLE.html,Atlanta Hawks,Cleveland Cavaliers,Home,22
693,2025-01-30,Los Angeles Lakers,134,Washington Wizards,96,WAS,LAL,https://www.basketball-reference.com/boxscores/202501300WAS.html,Los Angeles Lakers,Washington Wizards,Away,-38
694,2025-01-30,Minnesota Timberwolves,138,Utah Jazz,113,UTA,MIN,https://www.basketball-reference.com/boxscores/202501300UTA.html,Minnesota Timberwolves,Utah Jazz,Away,-25
695,2025-01-30,Houston Rockets,119,Memphis Grizzlies,120,MEM,HOU,https://www.basketball-reference.com/boxscores/202501300MEM.html,Houston Rockets,Memphis Grizzlies,Home,1
696,2025-01-30,Orlando Magic,90,Portland Trail Blazers,119,POR,ORL,https://www.basketball-reference.com/boxscores/202501300POR.html,Orlando Magic,Portland Trail Blazers,Home,29
697,2025-01-31,Los Angeles Clippers,112,Charlotte Hornets,104,CHO,LAC,https://www.basketball-reference.com/boxscores/202501310CHO.html,Charlotte Hornets,Los Angeles Clippers,Away,-8
698,2025-01-31,Dallas Mavericks,102,Detroit Pistons,117,DET,DAL,https://www.basketball-reference.com/boxscores/202501310DET.html,Dallas Mavericks,Detroit Pistons,Home,15
699,2025-01-31,Denver Nuggets,137,Philadelphia 76ers,134,PHI,DEN,https://www.basketball-reference.com/boxscores/202501310PHI.html,Denver Nuggets,Philadelphia 76ers,Away,-3
700,2025-01-31,Chicago Bulls,122,Toronto Raptors,106,TOR,CHI,https://www.basketball-reference.com/boxscores/202501310TOR.html,Chicago Bulls,Toronto Raptors,Away,-16
701,2025-01-31,Boston Celtics,118,New Orleans Pelicans,116,NOP,BOS,https://www.basketball-reference.com/boxscores/202501310NOP.html,Boston Celtics,New Orleans Pelicans,Away,-2
702,2025-01-31,Milwaukee Bucks,118,San Antonio Spurs,144,SAS,MIL,https://www.basketball-reference.com/boxscores/202501310SAS.html,Milwaukee Bucks,San Antonio Spurs,Home,26
703,2025-01-31,Phoenix Suns,130,Golden State Warriors,105,GSW,PHO,https://www.basketball-reference.com/boxscores/202501310GSW.html,Golden State Warriors,Phoenix Suns,Away,-25
704,2025-02-01,Atlanta Hawks,127,Indiana Pacers,132,IND,ATL,https://www.basketball-reference.com/boxscores/202502010IND.html,Atlanta Hawks,Indiana Pacers,Home,5
705,2025-02-01,Orlando Magic,99,Utah Jazz,113,UTA,ORL,https://www.basketball-reference.com/boxscores/202502010UTA.html,Orlando Magic,Utah Jazz,Home,14
706,2025-02-01,Denver Nuggets,107,Charlotte Hornets,104,CHO,DEN,https://www.basketball-reference.com/boxscores/202502010CHO.html,Charlotte Hornets,Denver Nuggets,Away,-3
707,2025-02-01,Brooklyn Nets,110,Houston Rockets,98,HOU,BRK,https://www.basketball-reference.com/boxscores/202502010HOU.html,Brooklyn Nets,Houston Rockets,Away,-12
708,2025-02-01,Washington Wizards,105,Minnesota Timberwolves,103,MIN,WAS,https://www.basketball-reference.com/boxscores/202502010MIN.html,Minnesota Timberwolves,Washington Wizards,Away,-2
709,2025-02-01,Sacramento Kings,110,Oklahoma City Thunder,144,OKC,SAC,https://www.basketball-reference.com/boxscores/202502010OKC.html,Oklahoma City Thunder,Sacramento Kings,Home,34
710,2025-02-01,Los Angeles Lakers,128,New York Knicks,112,NYK,LAL,https://www.basketball-reference.com/boxscores/202502010NYK.html,Los Angeles Lakers,New York Knicks,Away,-16
711,2025-02-01,Miami Heat,105,San Antonio Spurs,103,SAS,MIA,https://www.basketball-reference.com/boxscores/202502010SAS.html,Miami Heat,San Antonio Spurs,Away,-2
