Date_SingleModel,Home_SingleModel,Away_SingleModel,ActualWinner_SingleModel,PredictedWinner_SingleModel,ActualSpread_SingleModel,PredictedSpread_SingleModel,SpreadError_SingleModel,Correct_SingleModel,HomePoints_SingleModel,AwayPoints_SingleModel,PredictedHomePoints_SingleModel,PredictedAwayPoints_SingleModel,Date_monthBatchRetrain,Home_monthBatchRetrain,Away_monthBatchRetrain,ActualWinner_monthBatchRetrain,PredictedWinner_monthBatchRetrain,ActualSpread_monthBatchRetrain,PredictedSpread_monthBatchRetrain,SpreadError_monthBatchRetrain,Correct_monthBatchRetrain,HomePoints_monthBatchRetrain,AwayPoints_monthBatchRetrain,PredictedHomePoints_monthBatchRetrain,PredictedAwayPoints_monthBatchRetrain
2024-10-28,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,6.0,4.1,1.9000000000000004,True,104.0,110.0,108.3,112.4,2024-11-04,Phoenix Suns,Philadelphia 76ers,Phoenix Suns,Phoenix Suns,2.0,4.8,2.8,True,118.0,116.0,113.9,109.1
2024-10-28,Dallas Mavericks,Utah Jazz,Dallas Mavericks,Dallas Mavericks,8.0,9.9,1.9000000000000004,True,110.0,102.0,110.7,100.8,2024-11-04,Miami Heat,Sacramento Kings,Sacramento Kings,Sacramento Kings,1.0,2.5,1.5,True,110.0,111.0,111.8,114.3
2024-10-28,Toronto Raptors,Denver Nuggets,Denver Nuggets,Denver Nuggets,2.0,0.9,1.1,True,125.0,127.0,124.5,125.3,2024-11-04,Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,Brooklyn Nets,2.0,6.6,4.6,True,106.0,104.0,117.3,110.8
2024-10-28,Boston Celtics,Milwaukee Bucks,Boston Celtics,Boston Celtics,11.0,9.0,2.0,True,119.0,108.0,117.7,108.6,2024-11-04,Atlanta Hawks,Boston Celtics,Boston Celtics,Boston Celtics,30.0,6.5,23.5,True,93.0,123.0,114.2,120.7
2024-10-28,Atlanta Hawks,Washington Wizards,Washington Wizards,Washington Wizards,2.0,0.5,1.5,True,119.0,121.0,116.0,116.6,2024-11-04,Detroit Pistons,Los Angeles Lakers,Detroit Pistons,Detroit Pistons,12.0,2.6,9.4,True,115.0,103.0,118.5,115.8
2024-10-28,Orlando Magic,Indiana Pacers,Orlando Magic,Orlando Magic,4.0,6.4,2.4000000000000004,True,119.0,115.0,120.5,114.2,2024-11-04,Washington Wizards,Golden State Warriors,Golden State Warriors,Golden State Warriors,13.0,9.6,3.4000000000000004,True,112.0,125.0,112.5,122.1
2024-10-28,Miami Heat,Detroit Pistons,Miami Heat,Miami Heat,8.0,10.6,2.5999999999999996,True,106.0,98.0,106.8,96.2,2024-11-04,Chicago Bulls,Utah Jazz,Utah Jazz,Chicago Bulls,9.0,4.4,4.6,False,126.0,135.0,112.9,108.5
2024-10-29,Brooklyn Nets,Denver Nuggets,Denver Nuggets,Denver Nuggets,5.0,3.1,1.9,True,139.0,144.0,135.2,138.4,2024-11-04,Cleveland Cavaliers,Milwaukee Bucks,Cleveland Cavaliers,Cleveland Cavaliers,2.0,18.1,16.1,True,116.0,114.0,126.4,108.3
2024-10-29,Minnesota Timberwolves,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,6.0,2.8,3.2,True,114.0,120.0,116.4,119.2,2024-11-06,Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,Philadelphia 76ers,12.0,2.0,10.0,False,110.0,98.0,110.9,112.9
2024-10-29,Utah Jazz,Sacramento Kings,Sacramento Kings,Sacramento Kings,17.0,16.5,0.5,True,96.0,113.0,98.3,114.9,2024-11-06,Phoenix Suns,Miami Heat,Phoenix Suns,Phoenix Suns,3.0,2.1,0.8999999999999999,True,115.0,112.0,113.7,111.6
2024-10-29,Golden State Warriors,New Orleans Pelicans,Golden State Warriors,Golden State Warriors,18.0,16.2,1.8000000000000007,True,124.0,106.0,121.3,105.1,2024-11-06,Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,2.0,3.7,1.7000000000000002,False,124.0,122.0,110.8,114.6
2024-10-30,Memphis Grizzlies,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,13.0,12.3,0.6999999999999993,True,106.0,119.0,105.7,118.0,2024-11-06,Dallas Mavericks,Chicago Bulls,Dallas Mavericks,Dallas Mavericks,20.0,3.0,17.0,True,119.0,99.0,114.8,111.8
2024-10-30,Los Angeles Clippers,Portland Trail Blazers,Portland Trail Blazers,Los Angeles Clippers,1.0,1.6,0.6000000000000001,False,105.0,106.0,102.2,100.6,2024-11-06,New Orleans Pelicans,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,9.0,8.8,0.1999999999999993,True,122.0,131.0,112.7,121.5
2024-10-30,Golden State Warriors,New Orleans Pelicans,Golden State Warriors,Golden State Warriors,15.0,13.3,1.6999999999999993,True,104.0,89.0,105.5,92.2,2024-11-06,Atlanta Hawks,New York Knicks,Atlanta Hawks,New York Knicks,5.0,6.2,1.2000000000000002,False,121.0,116.0,107.4,113.6
2024-10-30,Oklahoma City Thunder,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,12.0,10.7,1.3000000000000007,True,105.0,93.0,105.0,94.3,2024-11-06,Houston Rockets,San Antonio Spurs,Houston Rockets,Houston Rockets,27.0,7.8,19.2,True,127.0,100.0,113.3,105.5
2024-10-30,Chicago Bulls,Orlando Magic,Chicago Bulls,Chicago Bulls,3.0,0.5,2.5,True,102.0,99.0,105.1,104.5,2024-11-06,Boston Celtics,Golden State Warriors,Golden State Warriors,Golden State Warriors,6.0,5.6,0.40000000000000036,True,112.0,118.0,119.1,124.7
2024-10-30,Washington Wizards,Atlanta Hawks,Washington Wizards,Washington Wizards,13.0,6.1,6.9,True,133.0,120.0,130.0,124.0,2024-11-06,Sacramento Kings,Toronto Raptors,Sacramento Kings,Sacramento Kings,15.0,3.5,11.5,True,122.0,107.0,114.8,111.3
2024-10-30,Charlotte Hornets,Toronto Raptors,Charlotte Hornets,Charlotte Hornets,5.0,2.1,2.9,True,138.0,133.0,133.1,131.1,2024-11-06,Indiana Pacers,Orlando Magic,Indiana Pacers,Indiana Pacers,7.0,8.5,1.5,True,118.0,111.0,115.8,107.3
2024-10-30,Cleveland Cavaliers,Los Angeles Lakers,Cleveland Cavaliers,Cleveland Cavaliers,24.0,20.5,3.5,True,134.0,110.0,129.2,108.7,2024-11-06,Charlotte Hornets,Detroit Pistons,Charlotte Hornets,Detroit Pistons,1.0,2.4,1.4,False,108.0,107.0,111.1,113.5
2024-10-30,Indiana Pacers,Boston Celtics,Indiana Pacers,Boston Celtics,3.0,1.2,1.8,False,135.0,132.0,128.3,129.6,2024-11-06,Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,Memphis Grizzlies,17.0,10.2,6.800000000000001,True,131.0,114.0,118.6,108.4
2024-10-30,Miami Heat,New York Knicks,New York Knicks,New York Knicks,9.0,12.2,3.1999999999999993,True,107.0,116.0,105.2,117.4,2024-11-07,Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,Milwaukee Bucks,23.0,5.3,17.7,True,123.0,100.0,125.9,120.7
2024-10-30,Philadelphia 76ers,Detroit Pistons,Detroit Pistons,Detroit Pistons,10.0,10.4,0.40000000000000036,True,95.0,105.0,96.4,106.8,2024-11-07,San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,San Antonio Spurs,13.0,8.1,4.9,True,118.0,105.0,114.1,105.9
2024-10-31,Memphis Grizzlies,Milwaukee Bucks,Memphis Grizzlies,Memphis Grizzlies,23.0,14.3,8.7,True,122.0,99.0,118.2,103.9,2024-11-07,Chicago Bulls,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,16.0,7.1,8.9,True,119.0,135.0,109.8,116.9
2024-10-31,Dallas Mavericks,Houston Rockets,Houston Rockets,Houston Rockets,6.0,3.0,3.0,True,102.0,108.0,103.6,106.7,2024-11-08,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,Minnesota Timberwolves,25.0,10.1,14.9,True,127.0,102.0,114.4,104.3
2024-10-31,Utah Jazz,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,18.0,15.4,2.5999999999999996,True,88.0,106.0,93.6,109.1,2024-11-08,Sacramento Kings,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,9.0,5.5,3.5,True,98.0,107.0,101.5,106.9
2024-10-31,Los Angeles Clippers,Phoenix Suns,Phoenix Suns,Phoenix Suns,6.0,7.3,1.2999999999999998,True,119.0,125.0,117.8,125.1,2024-11-08,Los Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,Los Angeles Lakers,10.0,4.9,5.1,True,116.0,106.0,118.4,113.5
2024-11-01,Portland Trail Blazers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,23.0,15.9,7.1,True,114.0,137.0,116.3,132.2,2024-11-08,Denver Nuggets,Miami Heat,Denver Nuggets,Denver Nuggets,13.0,0.2,12.8,True,135.0,122.0,118.0,117.8
2024-11-01,Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Minnesota Timberwolves,3.0,2.0,1.0,True,119.0,116.0,119.0,117.0,2024-11-08,Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,Memphis Grizzlies,24.0,10.5,13.5,True,128.0,104.0,115.8,105.3
2024-11-01,New Orleans Pelicans,Indiana Pacers,New Orleans Pelicans,New Orleans Pelicans,7.0,11.2,4.199999999999999,True,125.0,118.0,126.5,115.3,2024-11-08,New York Knicks,Milwaukee Bucks,New York Knicks,New York Knicks,22.0,12.0,10.0,True,116.0,94.0,115.4,103.3
2024-11-01,Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,6.0,2.7,3.3,True,125.0,131.0,123.5,126.1,2024-11-08,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Oklahoma City Thunder,19.0,6.3,12.7,True,126.0,107.0,108.3,102.0
2024-11-01,Detroit Pistons,New York Knicks,New York Knicks,New York Knicks,30.0,20.0,10.0,True,98.0,128.0,104.2,124.1,2024-11-08,Cleveland Cavaliers,Golden State Warriors,Cleveland Cavaliers,Cleveland Cavaliers,19.0,4.7,14.3,True,136.0,117.0,122.6,117.9
2024-11-01,Atlanta Hawks,Sacramento Kings,Sacramento Kings,Sacramento Kings,8.0,13.2,5.199999999999999,True,115.0,123.0,112.7,125.9,2024-11-08,Boston Celtics,Brooklyn Nets,Boston Celtics,Brooklyn Nets,4.0,2.2,1.7999999999999998,False,108.0,104.0,105.8,108.0
2024-11-01,Cleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,Cleveland Cavaliers,11.0,10.5,0.5,True,120.0,109.0,118.8,108.3,2024-11-08,Orlando Magic,New Orleans Pelicans,Orlando Magic,Orlando Magic,27.0,12.7,14.3,True,115.0,88.0,116.5,103.8
2024-11-01,Charlotte Hornets,Boston Celtics,Boston Celtics,Boston Celtics,15.0,13.8,1.1999999999999993,True,109.0,124.0,106.7,120.5,2024-11-08,Detroit Pistons,Atlanta Hawks,Detroit Pistons,Atlanta Hawks,1.0,2.1,1.1,False,122.0,121.0,116.9,119.0
2024-11-01,Brooklyn Nets,Chicago Bulls,Brooklyn Nets,Brooklyn Nets,8.0,7.9,0.09999999999999964,True,120.0,112.0,118.8,111.0,2024-11-08,Charlotte Hornets,Indiana Pacers,Charlotte Hornets,Charlotte Hornets,20.0,5.3,14.7,True,103.0,83.0,117.2,111.9
2024-11-02,Washington Wizards,Miami Heat,Miami Heat,Miami Heat,20.0,15.6,4.4,True,98.0,118.0,99.2,114.8,2024-11-08,Dallas Mavericks,Phoenix Suns,Phoenix Suns,Phoenix Suns,1.0,5.2,4.2,True,113.0,114.0,108.7,113.9
2024-11-02,Los Angeles Clippers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,13.0,11.9,1.0999999999999996,True,92.0,105.0,95.4,107.3,2024-11-09,Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,Los Angeles Clippers,2.0,2.7,0.7000000000000002,True,105.0,103.0,113.7,111.1
2024-11-02,Phoenix Suns,Portland Trail Blazers,Phoenix Suns,Phoenix Suns,6.0,4.2,1.7999999999999998,True,103.0,97.0,104.3,100.1,2024-11-09,San Antonio Spurs,Utah Jazz,Utah Jazz,San Antonio Spurs,1.0,9.2,8.2,False,110.0,111.0,117.2,108.0
2024-11-02,Denver Nuggets,Utah Jazz,Denver Nuggets,Denver Nuggets,26.0,18.9,7.100000000000001,True,129.0,103.0,123.9,105.1,2024-11-09,Atlanta Hawks,Chicago Bulls,Chicago Bulls,Chicago Bulls,12.0,3.2,8.8,True,113.0,125.0,112.0,115.3
2024-11-02,San Antonio Spurs,Minnesota Timberwolves,San Antonio Spurs,San Antonio Spurs,10.0,7.2,2.8,True,113.0,103.0,112.0,104.8,2024-11-09,Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,Cleveland Cavaliers,5.0,3.7,1.2999999999999998,True,105.0,100.0,112.9,109.3
2024-11-02,Charlotte Hornets,Boston Celtics,Boston Celtics,Boston Celtics,10.0,11.3,1.3000000000000007,True,103.0,113.0,104.1,115.4,2024-11-10,Denver Nuggets,Dallas Mavericks,Denver Nuggets,Denver Nuggets,2.0,0.8,1.2,True,122.0,120.0,120.5,119.7
2024-11-02,Houston Rockets,Golden State Warriors,Golden State Warriors,Golden State Warriors,6.0,4.0,2.0,True,121.0,127.0,125.0,128.9,2024-11-10,Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,Charlotte Hornets,2.0,2.6,0.6000000000000001,False,107.0,105.0,104.5,107.0
2024-11-02,Toronto Raptors,Sacramento Kings,Toronto Raptors,Sacramento Kings,3.0,7.0,4.0,False,131.0,128.0,125.9,132.8,2024-11-10,Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,20.0,6.7,13.3,True,123.0,103.0,122.5,115.8
2024-11-02,Philadelphia 76ers,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,17.0,15.3,1.6999999999999993,True,107.0,124.0,106.0,121.4,2024-11-10,Phoenix Suns,Sacramento Kings,Sacramento Kings,Sacramento Kings,9.0,3.2,5.8,True,118.0,127.0,110.1,113.3
2024-11-02,Milwaukee Bucks,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,1.0,4.5,3.5,True,113.0,114.0,113.7,118.2,2024-11-10,Oklahoma City Thunder,Golden State Warriors,Golden State Warriors,Oklahoma City Thunder,11.0,0.2,10.8,False,116.0,127.0,108.8,108.6
2024-11-03,Brooklyn Nets,Detroit Pistons,Detroit Pistons,Detroit Pistons,14.0,10.8,3.1999999999999993,True,92.0,106.0,98.5,109.3,2024-11-10,Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,45.0,6.7,38.3,True,89.0,134.0,106.1,112.9
2024-11-03,New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,15.0,10.0,5.0,True,111.0,126.0,115.9,125.9,2024-11-10,Orlando Magic,Washington Wizards,Orlando Magic,Orlando Magic,27.0,13.5,13.5,True,121.0,94.0,117.6,104.1
2024-11-03,Dallas Mavericks,Orlando Magic,Dallas Mavericks,Dallas Mavericks,23.0,16.2,6.800000000000001,True,108.0,85.0,105.3,89.1,2024-11-10,Indiana Pacers,New York Knicks,Indiana Pacers,New York Knicks,11.0,2.9,8.1,False,132.0,121.0,114.4,117.2
2024-11-04,Minnesota Timberwolves,Charlotte Hornets,Minnesota Timberwolves,Minnesota Timberwolves,21.0,14.4,6.6,True,114.0,93.0,115.5,101.1,2024-11-10,Milwaukee Bucks,Boston Celtics,Boston Celtics,Boston Celtics,6.0,2.5,3.5,True,107.0,113.0,121.6,124.1
2024-11-04,Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,Los Angeles Clippers,9.0,3.2,5.8,True,113.0,104.0,112.8,109.6,2024-11-10,Detroit Pistons,Houston Rockets,Houston Rockets,Detroit Pistons,2.0,3.6,1.6,False,99.0,101.0,111.5,107.9
2024-11-04,Denver Nuggets,Toronto Raptors,Denver Nuggets,Denver Nuggets,2.0,5.6,3.5999999999999996,True,121.0,119.0,122.6,117.0,2024-11-10,Minnesota Timberwolves,Miami Heat,Miami Heat,Minnesota Timberwolves,1.0,2.8,1.7999999999999998,False,94.0,95.0,109.2,106.5
2024-11-04,Dallas Mavericks,Indiana Pacers,Indiana Pacers,Indiana Pacers,7.0,1.2,5.8,True,127.0,134.0,125.9,127.1,2024-11-11,Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,6.0,7.1,1.0999999999999996,True,113.0,119.0,108.6,115.7
2024-11-04,New Orleans Pelicans,Portland Trail Blazers,Portland Trail Blazers,Portland Trail Blazers,18.0,13.1,4.9,True,100.0,118.0,103.7,116.8,2024-11-11,Houston Rockets,Washington Wizards,Houston Rockets,Houston Rockets,15.0,10.8,4.199999999999999,True,107.0,92.0,113.6,102.8
2024-11-04,Oklahoma City Thunder,Orlando Magic,Oklahoma City Thunder,Oklahoma City Thunder,16.0,13.0,3.0,True,102.0,86.0,100.8,87.8,2024-11-11,New Orleans Pelicans,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,2.0,4.2,2.2,True,105.0,107.0,106.1,110.3
2024-11-04,Houston Rockets,New York Knicks,Houston Rockets,Houston Rockets,12.0,8.8,3.1999999999999993,True,109.0,97.0,110.0,101.2,2024-11-11,Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,Oklahoma City Thunder,6.0,2.1,3.9,True,134.0,128.0,109.9,107.8
2024-11-04,Phoenix Suns,Philadelphia 76ers,Phoenix Suns,Phoenix Suns,2.0,1.6,0.3999999999999999,True,118.0,116.0,120.7,119.1,2024-11-11,San Antonio Spurs,Sacramento Kings,San Antonio Spurs,San Antonio Spurs,20.0,1.6,18.4,True,116.0,96.0,110.9,109.3
2024-11-04,Miami Heat,Sacramento Kings,Sacramento Kings,Sacramento Kings,1.0,3.7,2.7,True,110.0,111.0,110.4,114.2,2024-11-12,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,14.0,6.7,7.3,False,122.0,108.0,109.2,115.9
2024-11-04,Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,Brooklyn Nets,2.0,1.7,0.30000000000000004,True,106.0,104.0,108.9,107.2,2024-11-12,Golden State Warriors,Dallas Mavericks,Golden State Warriors,Dallas Mavericks,3.0,2.0,1.0,False,120.0,117.0,110.8,112.8
2024-11-04,Atlanta Hawks,Boston Celtics,Boston Celtics,Boston Celtics,30.0,21.0,9.0,True,93.0,123.0,99.4,120.3,2024-11-12,Utah Jazz,Phoenix Suns,Phoenix Suns,Phoenix Suns,8.0,11.2,3.1999999999999993,True,112.0,120.0,100.8,112.0
2024-11-04,Detroit Pistons,Los Angeles Lakers,Detroit Pistons,Detroit Pistons,12.0,6.1,5.9,True,115.0,103.0,112.1,106.0,2024-11-12,Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,Milwaukee Bucks,14.0,8.8,5.199999999999999,True,99.0,85.0,113.8,105.0
2024-11-04,Washington Wizards,Golden State Warriors,Golden State Warriors,Golden State Warriors,13.0,18.0,5.0,True,112.0,125.0,107.9,126.0,2024-11-12,Detroit Pistons,Miami Heat,Detroit Pistons,Miami Heat,2.0,1.0,1.0,False,123.0,121.0,109.5,110.5
2024-11-04,Chicago Bulls,Utah Jazz,Utah Jazz,Utah Jazz,9.0,7.2,1.7999999999999998,True,126.0,135.0,127.3,134.5,2024-11-12,Orlando Magic,Charlotte Hornets,Orlando Magic,Orlando Magic,25.0,9.7,15.3,True,114.0,89.0,112.3,102.6
2024-11-04,Cleveland Cavaliers,Milwaukee Bucks,Cleveland Cavaliers,Cleveland Cavaliers,2.0,11.1,9.1,True,116.0,114.0,121.1,110.0,2024-11-12,Boston Celtics,Atlanta Hawks,Atlanta Hawks,Boston Celtics,1.0,0.6,0.4,False,116.0,117.0,113.8,113.2
2024-11-06,Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,Los Angeles Clippers,12.0,7.2,4.8,True,110.0,98.0,109.0,101.8,2024-11-12,Philadelphia 76ers,New York Knicks,New York Knicks,New York Knicks,12.0,6.4,5.6,True,99.0,111.0,100.5,106.9
2024-11-06,Phoenix Suns,Miami Heat,Phoenix Suns,Phoenix Suns,3.0,3.0,0.0,True,115.0,112.0,115.3,112.4,2024-11-13,Milwaukee Bucks,Detroit Pistons,Milwaukee Bucks,Milwaukee Bucks,7.0,4.6,2.4000000000000004,True,127.0,120.0,110.5,105.9
2024-11-06,Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,2.0,2.2,0.20000000000000018,False,124.0,122.0,122.3,124.5,2024-11-13,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,8.0,3.0,5.0,False,106.0,98.0,107.1,110.1
2024-11-06,Dallas Mavericks,Chicago Bulls,Dallas Mavericks,Dallas Mavericks,20.0,12.8,7.199999999999999,True,119.0,99.0,116.7,103.9,2024-11-13,Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,Los Angeles Lakers,5.0,2.8,2.2,True,128.0,123.0,121.9,119.1
2024-11-06,New Orleans Pelicans,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,9.0,12.0,3.0,True,122.0,131.0,118.9,130.9,2024-11-13,Sacramento Kings,Phoenix Suns,Sacramento Kings,Phoenix Suns,23.0,0.9,22.1,False,127.0,104.0,111.7,112.6
2024-11-06,Atlanta Hawks,New York Knicks,Atlanta Hawks,Atlanta Hawks,5.0,0.2,4.8,True,121.0,116.0,117.7,117.5,2024-11-13,Houston Rockets,Los Angeles Clippers,Houston Rockets,Houston Rockets,8.0,1.3,6.7,True,111.0,103.0,114.3,113.0
2024-11-06,Houston Rockets,San Antonio Spurs,Houston Rockets,Houston Rockets,27.0,20.1,6.899999999999999,True,127.0,100.0,122.4,102.3,2024-11-13,San Antonio Spurs,Washington Wizards,San Antonio Spurs,San Antonio Spurs,9.0,9.8,0.8000000000000007,True,139.0,130.0,116.6,106.9
2024-11-06,Boston Celtics,Golden State Warriors,Golden State Warriors,Golden State Warriors,6.0,5.4,0.5999999999999996,True,112.0,118.0,115.4,120.8,2024-11-13,Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder,Oklahoma City Thunder,18.0,12.2,5.800000000000001,True,106.0,88.0,111.6,99.4
2024-11-06,Sacramento Kings,Toronto Raptors,Sacramento Kings,Sacramento Kings,15.0,9.5,5.5,True,122.0,107.0,119.1,109.6,2024-11-13,New York Knicks,Chicago Bulls,Chicago Bulls,New York Knicks,1.0,1.0,0.0,False,123.0,124.0,113.3,112.2
2024-11-06,Indiana Pacers,Orlando Magic,Indiana Pacers,Indiana Pacers,7.0,8.0,1.0,True,118.0,111.0,117.7,109.7,2024-11-13,Brooklyn Nets,Boston Celtics,Boston Celtics,Boston Celtics,25.0,7.6,17.4,True,114.0,139.0,113.9,121.5
2024-11-06,Charlotte Hornets,Detroit Pistons,Charlotte Hornets,Detroit Pistons,1.0,3.6,2.6,False,108.0,107.0,111.0,114.6,2024-11-13,Orlando Magic,Indiana Pacers,Orlando Magic,Orlando Magic,4.0,7.4,3.4000000000000004,True,94.0,90.0,109.8,102.4
2024-11-06,Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,Memphis Grizzlies,17.0,11.2,5.800000000000001,True,131.0,114.0,122.8,111.6,2024-11-13,Philadelphia 76ers,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,8.0,7.0,1.0,True,106.0,114.0,101.7,108.6
2024-11-07,Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,Milwaukee Bucks,23.0,19.5,3.5,True,123.0,100.0,121.5,102.0,2024-11-14,Utah Jazz,Dallas Mavericks,Utah Jazz,Dallas Mavericks,2.0,9.4,7.4,False,115.0,113.0,102.6,112.0
2024-11-07,San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,San Antonio Spurs,13.0,9.0,4.0,True,118.0,105.0,116.0,107.0,2024-11-15,Sacramento Kings,Minnesota Timberwolves,Minnesota Timberwolves,Sacramento Kings,4.0,0.7,3.3,False,126.0,130.0,110.6,109.9
2024-11-07,Chicago Bulls,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,16.0,10.4,5.6,True,119.0,135.0,120.2,130.6,2024-11-15,Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Memphis Grizzlies,5.0,0.7,4.3,False,123.0,118.0,109.5,110.2
2024-11-08,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,Minnesota Timberwolves,25.0,17.5,7.5,True,127.0,102.0,120.0,102.5,2024-11-15,Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,Oklahoma City Thunder,16.0,2.4,13.6,True,99.0,83.0,107.4,105.0
2024-11-08,Sacramento Kings,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,9.0,6.9,2.0999999999999996,True,98.0,107.0,100.8,107.7,2024-11-15,New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,Denver Nuggets,7.0,4.8,2.2,False,101.0,94.0,116.7,121.6
2024-11-08,Los Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,Los Angeles Lakers,10.0,8.6,1.4000000000000004,True,116.0,106.0,117.6,109.0,2024-11-15,San Antonio Spurs,Los Angeles Lakers,Los Angeles Lakers,San Antonio Spurs,5.0,6.8,1.7999999999999998,False,115.0,120.0,120.1,113.3
2024-11-08,Denver Nuggets,Miami Heat,Denver Nuggets,Denver Nuggets,13.0,4.7,8.3,True,135.0,122.0,124.9,120.2,2024-11-15,Houston Rockets,Los Angeles Clippers,Houston Rockets,Houston Rockets,21.0,6.5,14.5,True,125.0,104.0,116.2,109.7
2024-11-08,Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,Memphis Grizzlies,24.0,14.2,9.8,True,128.0,104.0,124.5,110.3,2024-11-15,Cleveland Cavaliers,Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,18.0,5.0,13.0,True,144.0,126.0,122.1,117.1
2024-11-08,New York Knicks,Milwaukee Bucks,New York Knicks,New York Knicks,22.0,18.8,3.1999999999999993,True,116.0,94.0,114.8,96.1,2024-11-15,Atlanta Hawks,Washington Wizards,Atlanta Hawks,Atlanta Hawks,12.0,5.0,7.0,True,129.0,117.0,113.3,108.2
2024-11-08,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Oklahoma City Thunder,19.0,14.3,4.699999999999999,True,126.0,107.0,119.0,104.7,2024-11-15,Toronto Raptors,Detroit Pistons,Detroit Pistons,Toronto Raptors,4.0,2.1,1.9,False,95.0,99.0,110.7,108.5
2024-11-08,Cleveland Cavaliers,Golden State Warriors,Cleveland Cavaliers,Cleveland Cavaliers,19.0,10.9,8.1,True,136.0,117.0,132.3,121.4,2024-11-15,Orlando Magic,Philadelphia 76ers,Orlando Magic,Orlando Magic,12.0,5.9,6.1,True,98.0,86.0,109.8,103.9
2024-11-08,Boston Celtics,Brooklyn Nets,Boston Celtics,Boston Celtics,4.0,2.7,1.2999999999999998,True,108.0,104.0,103.8,101.1,2024-11-15,Indiana Pacers,Miami Heat,Miami Heat,Miami Heat,13.0,1.4,11.6,True,111.0,124.0,113.1,114.5
